AMP,RMS,ZCR,FREQ. RANGE,TIME DECAY,SOURCE,CLASS
0.34796292,0.10713533,1783,High,Fast,Acoustic,CLS HIHAT
0.112725,0.05745776,1225,High,Fast,Acoustic,CLS HIHAT
0.16299438,0.061197817,2524,High,Fast,Acoustic,CLS HIHAT
0.21485665,0.07216922,2060,High,Fast,Acoustic,CLS HIHAT
0.31876597,0.118776076,914,High,Fast,Acoustic,CLS HIHAT
0.1261125,0.055855907,466,High,Fast,Acoustic,CLS HIHAT
0.28604266,0.10982668,1555,High,Fast,Acoustic,CLS HIHAT
0.100456975,0.036151793,6361,High,Fast,Acoustic,CLS HIHAT
0.10069953,0.03509569,4233,High,Fast,Acoustic,CLS HIHAT
0.06500898,0.02800394,2810,High,Fast,Acoustic,CLS HIHAT
0.07168102,0.03208423,1367,High,Fast,Acoustic,CLS HIHAT
0.09734163,0.035903532,2146,High,Fast,Acoustic,CLS HIHAT
0.09625721,0.055155233,1747,High,Fast,Acoustic,CLS HIHAT
0.156581,0.0539998,1357,High,Fast,Acoustic,CLS HIHAT
0.097997814,0.038153075,2024,High,Fast,Acoustic,CLS HIHAT
0.20287311,0.08480371,1030,High,Fast,Acoustic,CLS HIHAT
0.099962234,0.046333488,992,High,Fast,Acoustic,CLS HIHAT
0.16547585,0.06573571,2751,High,Fast,Acoustic,CLS HIHAT
0.08993149,0.029253537,959,High,Fast,Acoustic,CLS HIHAT
0.14498636,0.04590963,3672,High,Fast,Acoustic,CLS HIHAT
0.16558602,0.0620485,2847,High,Fast,Acoustic,CLS HIHAT
0.16905935,0.07286575,2632,High,Fast,Acoustic,CLS HIHAT
0.146954,0.053103466,3474,High,Fast,Acoustic,CLS HIHAT
0.0754206,0.023111513,2717,High,Fast,Acoustic,CLS HIHAT
0.12474899,0.044155218,5414,High,Fast,Acoustic,CLS HIHAT
0.27298355,0.11888486,3678,High,Fast,Acoustic,CLS HIHAT
0.17574519,0.0693504,2637,High,Fast,Acoustic,CLS HIHAT
0.28906554,0.07051511,1982,High,Fast,Acoustic,CLS HIHAT
0.15120545,0.05430459,2208,High,Fast,Acoustic,CLS HIHAT
0.27936172,0.090455025,976,High,Fast,Acoustic,CLS HIHAT
0.1088889,0.040567596,2852,High,Fast,Acoustic,CLS HIHAT
0.13279216,0.043081246,3357,High,Fast,Acoustic,CLS HIHAT
0.23392995,0.09759279,1271,High,Fast,Acoustic,CLS HIHAT
0.13171895,0.051613614,2934,High,Fast,Acoustic,CLS HIHAT
0.36694553,0.15792443,1615,High,Fast,Acoustic,CLS HIHAT
0.31300354,0.12873198,2304,High,Fast,Acoustic,CLS HIHAT
0.31254578,0.13208805,1866,High,Fast,Acoustic,CLS HIHAT
0.33773804,0.13783415,1606,High,Fast,Acoustic,CLS HIHAT
0.17386779,0.071549125,3327,High,Fast,Acoustic,CLS HIHAT
0.31716156,0.12915385,1918,High,Fast,Acoustic,CLS HIHAT
0.44618443,0.21883307,1790,High,Fast,Acoustic,CLS HIHAT
0.4262619,0.21317539,1798,High,Fast,Acoustic,CLS HIHAT
0.34228298,0.16431932,1766,High,Fast,Acoustic,CLS HIHAT
0.32034683,0.15436187,1796,High,Fast,Acoustic,CLS HIHAT
0.39288113,0.17654581,1634,High,Fast,Acoustic,CLS HIHAT
0.10470581,0.031574804,2113,High,Fast,Acoustic,CLS HIHAT
0.26467243,0.094418086,1953,High,Fast,Acoustic,CLS HIHAT
0.3447309,0.11999548,1562,High,Fast,Acoustic,CLS HIHAT
0.29812345,0.12940706,3271,High,Fast,Acoustic,CLS HIHAT
0.27398247,0.10942898,1656,High,Fast,Acoustic,CLS HIHAT
0.21527405,0.07308011,1465,High,Fast,Acoustic,CLS HIHAT
0.3731791,0.1279065,1794,High,Fast,Acoustic,CLS HIHAT
0.26285484,0.10394659,2231,High,Fast,Acoustic,CLS HIHAT
0.3113846,0.12090652,1744,High,Fast,Acoustic,CLS HIHAT
0.23142888,0.09290505,2325,High,Fast,Acoustic,CLS HIHAT
0.4903946,0.20558904,1133,High,Fast,Acoustic,CLS HIHAT
0.18925628,0.07448791,2023,High,Fast,Acoustic,CLS HIHAT
0.27575302,0.09841646,1756,High,Fast,Acoustic,CLS HIHAT
0.25842538,0.10829744,1155,High,Fast,Acoustic,CLS HIHAT
0.24255648,0.0997945,1869,High,Fast,Acoustic,CLS HIHAT
0.21381734,0.082221344,2850,High,Fast,Acoustic,CLS HIHAT
0.26150513,0.10470228,1504,High,Fast,Acoustic,CLS HIHAT
0.149874,0.05831458,3176,High,Fast,Acoustic,CLS HIHAT
0.27721977,0.108723916,1828,High,Fast,Acoustic,CLS HIHAT
0.18336605,0.071797006,2776,High,Fast,Acoustic,CLS HIHAT
0.17991777,0.07870981,2342,High,Fast,Acoustic,CLS HIHAT
0.091672115,0.041861054,3809,High,Fast,Acoustic,CLS HIHAT
0.45931754,0.16688697,1990,High,Fast,Acoustic,CLS HIHAT
0.19550832,0.073990695,3066,High,Fast,Acoustic,CLS HIHAT
0.42923737,0.18488175,604,High,Fast,Acoustic,CLS HIHAT
0.24612935,0.112251095,1981,High,Fast,Acoustic,CLS HIHAT
